"","X","pays1","pays2","dist"
"19163",19163,"French Guiana","Armenia",10115.7192013415
"19164",19164,"French Guiana","Aruba",1885.44856545318
"19165",19165,"French Guiana","Ascension Island",4343.04520322855
"19166",19166,"French Guiana","Australia",13450.0192011146
"19167",19167,"French Guiana","Austria",7493.60534388249
"19168",19168,"French Guiana","Azerbaijan",10242.8764241404
"19169",19169,"French Guiana","Azores",4344.49576333138
"19170",19170,"French Guiana","Bahamas",2673.0649096366
"19171",19171,"French Guiana","Bahrain",11007.0086490525
"19172",19172,"French Guiana","Bangladesh",14519.4962264691
"19173",19173,"French Guiana","Barbados",1014.07317221418
"19174",19174,"French Guiana","Barbuda",1557.64800415167
"19175",19175,"French Guiana","Belarus",8583.23519759357
"19176",19176,"French Guiana","Belgium",7177.29648604093
"19177",19177,"French Guiana","Belize",3884.17047862864
"19178",19178,"French Guiana","Benin",5822.74025411663
"19179",19179,"French Guiana","Bermuda",3144.09312053755
"19180",19180,"French Guiana","Bhutan",14511.6453368601
"19181",19181,"French Guiana","Bolivia",1789.16570273859
"19182",19182,"French Guiana","Bonaire",1705.40085644093
"19183",19183,"French Guiana","Bosnia and Herzegovina",7885.45044941374
"19184",19184,"French Guiana","Botswana",8303.07223130997
"19185",19185,"French Guiana","Brazil",0
"19186",19186,"French Guiana","Brunei",18155.8521446513
"19187",19187,"French Guiana","Bulgaria",8364.47561100715
"19188",19188,"French Guiana","Burkina Faso",5135.78224286254
"19189",19189,"French Guiana","Burundi",9004.94083554798
"19190",19190,"French Guiana","Cambodia",16532.8415587004
"19191",19191,"French Guiana","Cameroon",6678.68952813255
"19192",19192,"French Guiana","Canada",4265.42633163601
"19193",19193,"French Guiana","Canary Islands",4388.34550772145
"19194",19194,"French Guiana","Cape Verde",3196.31079394672
"19195",19195,"French Guiana","Cayman Islands",3188.77640678257
"19196",19196,"French Guiana","Central African Republic",7326.65967303261
"19197",19197,"French Guiana","Chad",7219.70277415415
"19198",19198,"French Guiana","Chagos Archipelago",13826.9373759402
"19199",19199,"French Guiana","Chile",2735.21570012126
"19200",19200,"French Guiana","China",12603.0151342694
"19201",19201,"French Guiana","Christmas Island",17423.0510907092
"19202",19202,"French Guiana","Cocos Islands",16451.2094993666
"19203",19203,"French Guiana","Colombia",1369.16477231808
"19204",19204,"French Guiana","Comoros",10639.9647625305
"19205",19205,"French Guiana","Cook Islands",11678.2876138037
"19206",19206,"French Guiana","Costa Rica",3143.35175511938
"19207",19207,"French Guiana","Croatia",7732.71328065227
"19208",19208,"French Guiana","Cuba",2706.54948416769
"19209",19209,"French Guiana","Curacao",1755.53058380039
"19210",19210,"French Guiana","Cyprus",9184.44868590225
"19211",19211,"French Guiana","Czech Republic",7779.73164775852
"19212",19212,"French Guiana","Democratic Republic of the Congo",7182.39451441786
"19213",19213,"French Guiana","Denmark",7722.96919851742
"19214",19214,"French Guiana","Djibouti",10297.6134464038
"19215",19215,"French Guiana","Dominica",1321.85767122652
"19216",19216,"French Guiana","Dominican Republic",2108.59982540293
"19217",19217,"French Guiana","Ecuador",2315.85074474297
"19218",19218,"French Guiana","Egypt",8460.90710596099
"19219",19219,"French Guiana","El Salvador",3769.9573435124
"19220",19220,"French Guiana","Equatorial Guinea",6673.87817089947
"19221",19221,"French Guiana","Eritrea",9691.40925568134
"19222",19222,"French Guiana","Estonia",8606.54188816536
"19223",19223,"French Guiana","Ethiopia",9367.29132757805
"19224",19224,"French Guiana","Falkland Islands",5933.57778466939
"19225",19225,"French Guiana","Faroe Islands",7288.94494816324
"19226",19226,"French Guiana","Fiji",13642.5545369661
"19227",19227,"French Guiana","Finland",8517.05123953846
"19228",19228,"French Guiana","France",6512.78660490642
"19229",19229,"French Guiana","French Polynesia",9221.61304731057
"19230",19230,"French Guiana","French Southern and Antarctic Lands",11299.7639356038
"19231",19231,"French Guiana","Gabon",6733.18696066653
"19232",19232,"French Guiana","Gambia",3957.97056112164
"19233",19233,"French Guiana","Georgia",9805.15647981552
"19234",19234,"French Guiana","Germany",7360.46097156947
"19235",19235,"French Guiana","Ghana",5370.42033225512
"19236",19236,"French Guiana","Greece",8101.11313746951
"19237",19237,"French Guiana","Greenland",6052.76264326535
"19238",19238,"French Guiana","Grenada",1095.87524998119
"19239",19239,"French Guiana","Grenadines",1117.92673415953
"19240",19240,"French Guiana","Guadeloupe",1374.96097274675
"19241",19241,"French Guiana","Guam",17033.3702886361
"19242",19242,"French Guiana","Guatemala",3876.78819667222
"19243",19243,"French Guiana","Guernsey",6771.96258389447
"19244",19244,"French Guiana","Guinea",3949.53223514409
"19245",19245,"French Guiana","Guinea-Bissau",3949.53223514409
"19246",19246,"French Guiana","Guyana",211.950346914941
"19247",19247,"French Guiana","Haiti",2367.55127305889
"19248",19248,"French Guiana","Heard Island",12535.5840122402
"19249",19249,"French Guiana","Honduras",3330.09008573364
"19250",19250,"French Guiana","Hungary",7964.64161647929
"19251",19251,"French Guiana","Iceland",6910.27043464594
"19252",19252,"French Guiana","India",12803.4946952069
"19253",19253,"French Guiana","Indonesia",16186.9608589586
"19254",19254,"French Guiana","Iran",10189.278418333
"19255",19255,"French Guiana","Iraq",9788.31914130983
"19256",19256,"French Guiana","Ireland",6456.25036481311
"19257",19257,"French Guiana","Isle of Man",6908.40173844822
"19258",19258,"French Guiana","Israel",9375.47723410806
"19259",19259,"French Guiana","Italy",7134.83764173288
"19260",19260,"French Guiana","Ivory Coast",4777.55408439213
"19261",19261,"French Guiana","Jamaica",2764.68694880524
"19262",19262,"French Guiana","Japan",14111.0051520935
"19263",19263,"French Guiana","Jersey",6783.17208509448
"19264",19264,"French Guiana","Jordan",9451.37828567506
"19265",19265,"French Guiana","Kazakhstan",10242.2720651893
"19266",19266,"French Guiana","Kenya",9500.98209757669
"19267",19267,"French Guiana","Kiribati",10850.6391000519
"19268",19268,"French Guiana","Kosovo",8182.29897091626
"19269",19269,"French Guiana","Kuwait",10574.6451886004
"19270",19270,"French Guiana","Kyrgyzstan",12240.0423335444
"19271",19271,"French Guiana","Laos",15859.1527353241
"19272",19272,"French Guiana","Latvia",8514.48971996073
"19273",19273,"French Guiana","Lebanon",9449.15252596256
"19274",19274,"French Guiana","Lesotho",9149.26069906227
"19275",19275,"French Guiana","Liberia",4457.58638519325
"19276",19276,"French Guiana","Libya",6922.91717382878
"19277",19277,"French Guiana","Liechtenstein",7487.10628107912
"19278",19278,"French Guiana","Lithuania",8489.92418860905
"19279",19279,"French Guiana","Luxembourg",7326.93731607505
"19280",19280,"French Guiana","Macedonia",8196.20566075487
"19281",19281,"French Guiana","Madagascar",10691.3033364289
"19282",19282,"French Guiana","Madeira Islands",4755.16221840083
"19283",19283,"French Guiana","Malawi",9496.96552571156
"19284",19284,"French Guiana","Malaysia",16633.6007289569
"19285",19285,"French Guiana","Maldives",13864.8047462559
"19286",19286,"French Guiana","Mali",4469.25756801462
"19287",19287,"French Guiana","Malta",7559.66072970347
"19288",19288,"French Guiana","Marshall Islands",14733.1837231976
"19289",19289,"French Guiana","Martinique",1221.80175579755
"19290",19290,"French Guiana","Mauritania",4050.08225278047
"19291",19291,"French Guiana","Mauritius",12151.4157074094
"19292",19292,"French Guiana","Mayotte",10842.2605327709
"19293",19293,"French Guiana","Mexico",3892.69209555283
"19294",19294,"French Guiana","Micronesia",15719.2495259637
"19295",19295,"French Guiana","Moldova",8770.77549816723
"19296",19296,"French Guiana","Monaco",7212.05823921846
"19297",19297,"French Guiana","Mongolia",12863.1789577984
"19298",19298,"French Guiana","Montenegro",8050.09104756745
"19299",19299,"French Guiana","Montserrat",1504.28476062854
"19300",19300,"French Guiana","Morocco",4191.85547944862
"19301",19301,"French Guiana","Mozambique",9262.76516766214
"19302",19302,"French Guiana","Myanmar",15059.3509235338
"19303",19303,"French Guiana","Namibia",7350.52278163586
"19304",19304,"French Guiana","Nauru",15405.7908396569
"19305",19305,"French Guiana","Nepal",13668.2164124933
"19306",19306,"French Guiana","Netherlands",7246.33607054396
"19307",19307,"French Guiana","Nevis",1567.4964213199
"19308",19308,"French Guiana","New Caledonia",14936.809514324
"19309",19309,"French Guiana","New Zealand",12652.2101974041
"19310",19310,"French Guiana","Nicaragua",3281.66474961085
"19311",19311,"French Guiana","Niger",5791.80528335647
"19312",19312,"French Guiana","Nigeria",6026.38501650172
"19313",19313,"French Guiana","Niue",12746.740744557
"19314",19314,"French Guiana","Norfolk Island",14633.9333061313
"19315",19315,"French Guiana","Northern Mariana Islands",16550.0660629938
"19316",19316,"French Guiana","North Korea",14588.8893365026
"19317",19317,"French Guiana","Norway",7713.26021470488
"19318",19318,"French Guiana","Oman",11291.9962461712
"19319",19319,"French Guiana","Pakistan",11914.1176310516
"19320",19320,"French Guiana","Palau",18244.8507750798
"19321",19321,"French Guiana","Palestine",9370.5525223602
"19322",19322,"French Guiana","Panama",2535.7286830341
"19323",19323,"French Guiana","Papua New Guinea",16610.5805486239
"19324",19324,"French Guiana","Paraguay",2428.91523941726
"19325",19325,"French Guiana","Peru",1806.83230832217
"19326",19326,"French Guiana","Philippines",17022.4855550407
"19327",19327,"French Guiana","Pitcairn Islands",8473.65778981875
"19328",19328,"French Guiana","Poland",7983.13238212821
"19329",19329,"French Guiana","Portugal",5643.03312093939
"19330",19330,"French Guiana","Puerto Rico",1843.63520884524
"19331",19331,"French Guiana","Qatar",11051.6504733096
"19332",19332,"French Guiana","Republic of Congo",7038.69731319592
"19333",19333,"French Guiana","Reunion",11931.2550640178
"19334",19334,"French Guiana","Romania",8260.21856663605
"19335",19335,"French Guiana","Russia",8391.16530676201
"19336",19336,"French Guiana","Rwanda",8985.1875839542
"19337",19337,"French Guiana","Saba",1657.16504320634
"19338",19338,"French Guiana","Saint Barthelemy",1653.10752374021
"19339",19339,"French Guiana","Saint Helena",5515.08498212227
"19340",19340,"French Guiana","Saint Kitts",1584.24325176081
"19341",19341,"French Guiana","Saint Lucia",1169.23778490756
"19342",19342,"French Guiana","Saint Martin",1681.63105555074
"19343",19343,"French Guiana","Saint Pierre and Miquelon",4545.87368067792
"19344",19344,"French Guiana","Saint Vincent",1140.88207715758
"19345",19345,"French Guiana","Samoa",12976.3029052302
"19346",19346,"French Guiana","San Marino",7604.81731713726
"19347",19347,"French Guiana","Sao Tome and Principe",6477.69549489094
"19348",19348,"French Guiana","Saudi Arabia",9424.51817125283
"19349",19349,"French Guiana","Senegal",3917.3814703587
"19350",19350,"French Guiana","Serbia",8129.34429741508
"19351",19351,"French Guiana","Seychelles",11941.5117532568
"19352",19352,"French Guiana","Siachen Glacier",13051.7964190308
"19353",19353,"French Guiana","Sierra Leone",4271.35750157436
"19354",19354,"French Guiana","Singapore",17222.1513113249
"19355",19355,"French Guiana","Sint Eustatius",1626.41679043199
"19356",19356,"French Guiana","Sint Maarten",1678.00225701381
"19357",19357,"French Guiana","Slovakia",8059.53158988501
"19358",19358,"French Guiana","Slovenia",7740.22734581624
"19359",19359,"French Guiana","Solomon Islands",15336.6464914756
"19360",19360,"French Guiana","Somalia",10286.5213554316
"19361",19361,"French Guiana","South Africa",8115.92194352242
"19362",19362,"French Guiana","South Georgia",6380.43835632156
"19363",19363,"French Guiana","South Korea",15082.5516680369
"19364",19364,"French Guiana","South Sandwich Islands",7115.71339964637
"19365",19365,"French Guiana","South Sudan",8389.23190706023
"19366",19366,"French Guiana","Spain",5775.45618406934
"19367",19367,"French Guiana","Sri Lanka",14440.3422757821
"19368",19368,"French Guiana","Sudan",8124.13593779533
"19369",19369,"French Guiana","Suriname",0
"19370",19370,"French Guiana","Swaziland",9464.16697548121
"19371",19371,"French Guiana","Sweden",7999.49166624977
"19372",19372,"French Guiana","Switzerland",7199.37555029268
"19373",19373,"French Guiana","Syria",9497.78052447647
"19374",19374,"French Guiana","Taiwan",16532.0346428585
"19375",19375,"French Guiana","Tajikistan",12125.6027562738
"19376",19376,"French Guiana","Tanzania",9058.4620052524
"19377",19377,"French Guiana","Thailand",15760.6104702652
"19378",19378,"French Guiana","Timor-Leste",19144.8779998947
"19379",19379,"French Guiana","Tobago",949.288419948315
"19380",19380,"French Guiana","Togo",5731.25081024438
"19381",19381,"French Guiana","Tonga",13184.6956992777
"19382",19382,"French Guiana","Trinidad",917.724476802651
"19383",19383,"French Guiana","Tunisia",6910.89240559981
"19384",19384,"French Guiana","Turkey",8617.47640491295
"19385",19385,"French Guiana","Turkmenistan",10847.0903433412
"19386",19386,"French Guiana","Turks and Caicos Islands",2603.86290949028
"19387",19387,"French Guiana","Uganda",9050.97237243685
"19388",19388,"French Guiana","UK",6619.5384396565
"19389",19389,"French Guiana","Ukraine",8442.7331463823
"19390",19390,"French Guiana","United Arab Emirates",11153.7393797669
"19391",19391,"French Guiana","Uruguay",3578.07182314875
"19392",19392,"French Guiana","USA",3543.41347974103
"19393",19393,"French Guiana","Uzbekistan",11029.4701322267
"19394",19394,"French Guiana","Vanuatu",14809.7296147236
"19395",19395,"French Guiana","Vatican",7550.40750197255
"19396",19396,"French Guiana","Venezuela",679.384039685308
"19397",19397,"French Guiana","Vietnam",15894.3619452824
"19398",19398,"French Guiana","Virgin Islands, British",1807.03541419635
"19399",19399,"French Guiana","Virgin Islands, US",1761.00725944334
"19400",19400,"French Guiana","Wallis and Futuna",13487.8690785539
"19401",19401,"French Guiana","Western Sahara",4160.08470565749
"19402",19402,"French Guiana","Yemen",10345.5477329034
"19403",19403,"French Guiana","Zambia",8352.08538623899
"19404",19404,"French Guiana","Zimbabwe",8771.66288567077
"19405",19405,"French Polynesia","Afghanistan",14942.7645367003
"19406",19406,"French Polynesia","Albania",15752.9950548562
"19407",19407,"French Polynesia","Algeria",14431.2977253639
"19408",19408,"French Polynesia","American Samoa",2060.8227242609
"19409",19409,"French Polynesia","Andorra",14685.8699058767
"19410",19410,"French Polynesia","Angola",14694.4801706421
"19411",19411,"French Polynesia","Anguilla",8864.18378570622
"19412",19412,"French Polynesia","Antarctica",5870.05227612347
"19413",19413,"French Polynesia","Antigua",8967.46171388254
"19414",19414,"French Polynesia","Argentina",6472.58857168294
"19415",19415,"French Polynesia","Armenia",16365.9573847951
"19416",19416,"French Polynesia","Aruba",7991.93666690766
"19417",19417,"French Polynesia","Ascension Island",13009.9818512127
"19418",19418,"French Polynesia","Australia",5738.17302060695
"19419",19419,"French Polynesia","Austria",14828.6463800049
"19420",19420,"French Polynesia","Azerbaijan",16241.3651874372
"19421",19421,"French Polynesia","Azores",12200.3319856314
"19422",19422,"French Polynesia","Bahamas",7575.49007401794
"19423",19423,"French Polynesia","Bahrain",17504.5606819543
"19424",19424,"French Polynesia","Bangladesh",13301.0551095849
"19425",19425,"French Polynesia","Barbados",9107.34316315609
"19426",19426,"French Polynesia","Barbuda",8984.59900426724
"19427",19427,"French Polynesia","Belarus",14650.1599943039
"19428",19428,"French Polynesia","Belgium",14185.9662713139
"19429",19429,"French Polynesia","Belize",6156.49926499568
"19430",19430,"French Polynesia","Benin",15272.1811584313
"19431",19431,"French Polynesia","Bermuda",9111.34488355214
"19432",19432,"French Polynesia","Bhutan",13418.9111247617
"19433",19433,"French Polynesia","Bolivia",7020.96555590978
"19434",19434,"French Polynesia","Bonaire",8162.50313927163
"19435",19435,"French Polynesia","Bosnia and Herzegovina",15340.847084518
"19436",19436,"French Polynesia","Botswana",14274.8608246051
"19437",19437,"French Polynesia","Brazil",6833.91282910853
"19438",19438,"French Polynesia","Brunei",10491.8555341488
"19439",19439,"French Polynesia","Bulgaria",15729.3676317365
"19440",19440,"French Polynesia","Burkina Faso",14667.5967328461
"19441",19441,"French Polynesia","Burundi",16914.0812802365
"19442",19442,"French Polynesia","Cambodia",11554.9198116659
"19443",19443,"French Polynesia","Cameroon",15908.0602766099
"19444",19444,"French Polynesia","Canada",6525.45893240118
"19445",19445,"French Polynesia","Canary Islands",13527.683969602
"19446",19446,"French Polynesia","Cape Verde",12758.6703205164
"19447",19447,"French Polynesia","Cayman Islands",7067.97277754244
"19448",19448,"French Polynesia","Central African Republic",16518.3695728343
"19449",19449,"French Polynesia","Chad",16680.9900957003
"19450",19450,"French Polynesia","Chagos Archipelago",14495.6236263813
"19451",19451,"French Polynesia","Chile",2909.07289654286
"19452",19452,"French Polynesia","China",10189.8112181313
"19453",19453,"French Polynesia","Christmas Island",11015.8996809588
"19454",19454,"French Polynesia","Cocos Islands",11850.4304407827
"19455",19455,"French Polynesia","Colombia",6649.78192473247
"19456",19456,"French Polynesia","Comoros",16313.3304163554
"19457",19457,"French Polynesia","Cook Islands",992.776666590145
"19458",19458,"French Polynesia","Costa Rica",6271.08715427697
"19459",19459,"French Polynesia","Croatia",15202.7731196471
"19460",19460,"French Polynesia","Cuba",6847.70328398441
"19461",19461,"French Polynesia","Curacao",8081.07535104238
"19462",19462,"French Polynesia","Cyprus",16970.6716740357
"19463",19463,"French Polynesia","Czech Republic",14722.6364605298
"19464",19464,"French Polynesia","Democratic Republic of the Congo",15644.6425656854
"19465",19465,"French Polynesia","Denmark",13992.6961731389
"19466",19466,"French Polynesia","Djibouti",18335.059776888
"19467",19467,"French Polynesia","Dominica",7976.65056341773
"19468",19468,"French Polynesia","Dominican Republic",7976.65056341773
"19469",19469,"French Polynesia","Ecuador",5265.7230694142
"19470",19470,"French Polynesia","Egypt",17033.5605763082
"19471",19471,"French Polynesia","El Salvador",5976.27843154907
"19472",19472,"French Polynesia","Equatorial Guinea",15816.6454563722
"19473",19473,"French Polynesia","Eritrea",18395.5669548985
"19474",19474,"French Polynesia","Estonia",14229.0259506781
"19475",19475,"French Polynesia","Ethiopia",17700.2495046027
"19476",19476,"French Polynesia","Falkland Islands",7351.63277429913
"19477",19477,"French Polynesia","Faroe Islands",12951.9931154165
"19478",19478,"French Polynesia","Fiji",2844.05709034894
"19479",19479,"French Polynesia","Finland",13145.0562132453
"19480",19480,"French Polynesia","France",13927.5408252174
"19481",19481,"French Polynesia","French Guiana",9221.61304731057
"19482",19482,"French Polynesia","French Southern and Antarctic Lands",11577.8361208355
"19483",19483,"French Polynesia","Gabon",15633.6222291226
"19484",19484,"French Polynesia","Gambia",13554.9263042561
"19485",19485,"French Polynesia","Georgia",16148.8098291639
"19486",19486,"French Polynesia","Germany",14157.9080194571
"19487",19487,"French Polynesia","Ghana",14737.1862292633
"19488",19488,"French Polynesia","Greece",15977.7429401026
"19489",19489,"French Polynesia","Greenland",10417.5367035577
"19490",19490,"French Polynesia","Grenada",8847.13459713719
"19491",19491,"French Polynesia","Grenadines",8915.21800458583
"19492",19492,"French Polynesia","Guadeloupe",8955.12683019477
"19493",19493,"French Polynesia","Guam",7742.74198783145
"19494",19494,"French Polynesia","Guatemala",5801.54263235888
"19495",19495,"French Polynesia","Guernsey",14000.2959921712
"19496",19496,"French Polynesia","Guinea",13541.3151186073
"19497",19497,"French Polynesia","Guinea-Bissau",13541.3151186073
"19498",19498,"French Polynesia","Guyana",8646.84047170358
"19499",19499,"French Polynesia","Haiti",7722.35872551071
"19500",19500,"French Polynesia","Heard Island",11123.2525084574
"19501",19501,"French Polynesia","Honduras",6078.59423254139
"19502",19502,"French Polynesia","Hungary",15146.432554242
"19503",19503,"French Polynesia","Iceland",12036.9941987625
"19504",19504,"French Polynesia","India",12851.2542222256
"19505",19505,"French Polynesia","Indonesia",7344.36208659112
"19506",19506,"French Polynesia","Iran",16115.2642430495
"19507",19507,"French Polynesia","Iraq",16814.8714559668
"19508",19508,"French Polynesia","Ireland",13287.4864594054
"19509",19509,"French Polynesia","Isle of Man",13586.7050469018
"19510",19510,"French Polynesia","Israel",17244.0921198981
"19511",19511,"French Polynesia","Italy",14809.7243817775
"19512",19512,"French Polynesia","Ivory Coast",14216.2301005983
"19513",19513,"French Polynesia","Jamaica",7330.95099080193
"19514",19514,"French Polynesia","Japan",8611.08061854165
"19515",19515,"French Polynesia","Jersey",14038.4775094584
"19516",19516,"French Polynesia","Jordan",17279.0755127368
"19517",19517,"French Polynesia","Kazakhstan",13644.081665425
"19518",19518,"French Polynesia","Kenya",17165.3780186711
"19519",19519,"French Polynesia","Kiribati",566.998559744291
"19520",19520,"French Polynesia","Kosovo",15743.4973862517
"19521",19521,"French Polynesia","Kuwait",17502.5157031431
"19522",19522,"French Polynesia","Kyrgyzstan",14364.9913289792
"19523",19523,"French Polynesia","Laos",11617.2684367742
"19524",19524,"French Polynesia","Latvia",14367.1592211411
"19525",19525,"French Polynesia","Lebanon",17114.5493080656
"19526",19526,"French Polynesia","Lesotho",14123.9788447355
"19527",19527,"French Polynesia","Liberia",13924.8135000205
"19528",19528,"French Polynesia","Libya",16006.3713601797
"19529",19529,"French Polynesia","Liechtenstein",14849.0484729458
"19530",19530,"French Polynesia","Lithuania",14492.8301823301
"19531",19531,"French Polynesia","Luxembourg",14436.9018351286
"19532",19532,"French Polynesia","Macedonia",15855.795486608
"19533",19533,"French Polynesia","Madagascar",14847.8463610462
"19534",19534,"French Polynesia","Madeira Islands",13540.6872109428
"19535",19535,"French Polynesia","Malawi",15744.4424781175
"19536",19536,"French Polynesia","Malaysia",10099.9522099796
"19537",19537,"French Polynesia","Maldives",14900.2105300168
"19538",19538,"French Polynesia","Mali",14065.6997964011
"19539",19539,"French Polynesia","Malta",15996.7856818382
"19540",19540,"French Polynesia","Marshall Islands",4811.06597171835
"19541",19541,"French Polynesia","Martinique",8980.76828374966
"19542",19542,"French Polynesia","Mauritania",13647.7274732664
"19543",19543,"French Polynesia","Mauritius",14800.40111203
"19544",19544,"French Polynesia","Mayotte",16236.3865966642
"19545",19545,"French Polynesia","Mexico",4373.11192091526
"19546",19546,"French Polynesia","Micronesia",5560.16643826883
"19547",19547,"French Polynesia","Moldova",15442.5683572522
"19548",19548,"French Polynesia","Monaco",14994.8420757087
"19549",19549,"French Polynesia","Mongolia",11228.5270126212
"19550",19550,"French Polynesia","Montenegro",15637.9310433832
"19551",19551,"French Polynesia","Montserrat",8923.03829259721
"19552",19552,"French Polynesia","Morocco",13695.2317236038
"19553",19553,"French Polynesia","Mozambique",14630.3689388064
"19554",19554,"French Polynesia","Myanmar",12375.0958234535
"19555",19555,"French Polynesia","Namibia",13909.389220606
"19556",19556,"French Polynesia","Nauru",4888.34677511772
"19557",19557,"French Polynesia","Nepal",13806.0382401655
"19558",19558,"French Polynesia","Netherlands",14146.6757297673
"19559",19559,"French Polynesia","Nevis",8892.21503930966
"19560",19560,"French Polynesia","New Caledonia",4266.07387414991
"19561",19561,"French Polynesia","New Zealand",2277.76292200681
"19562",19562,"French Polynesia","Nicaragua",6184.81832489952
"19563",19563,"French Polynesia","Niger",15375.0503852692
"19564",19564,"French Polynesia","Nigeria",15390.2680594545
"19565",19565,"French Polynesia","Niue",1953.41074702503
"19566",19566,"French Polynesia","Norfolk Island",4344.7372985997
"19567",19567,"French Polynesia","Northern Mariana Islands",7732.12529753859
"19568",19568,"French Polynesia","North Korea",10267.8835961536
"19569",19569,"French Polynesia","Norway",11964.8226285166
"19570",19570,"French Polynesia","Oman",16685.5806680279
"19571",19571,"French Polynesia","Pakistan",14803.7831800363
"19572",19572,"French Polynesia","Palau",8553.58307367321
"19573",19573,"French Polynesia","Palestine",17328.9944066578
"19574",19574,"French Polynesia","Panama",6499.80709320628
"19575",19575,"French Polynesia","Papua New Guinea",5815.2667431325
"19576",19576,"French Polynesia","Paraguay",7621.51320541838
"19577",19577,"French Polynesia","Peru",6131.68107868021
"19578",19578,"French Polynesia","Philippines",9389.86847112032
"19579",19579,"French Polynesia","Pitcairn Islands",1043.50803011341
"19580",19580,"French Polynesia","Poland",14486.3745690571
"19581",19581,"French Polynesia","Portugal",13974.9779781065
"19582",19582,"French Polynesia","Puerto Rico",8373.14485505556
"19583",19583,"French Polynesia","Qatar",17427.7606961081
"19584",19584,"French Polynesia","Republic of Congo",15674.9346029578
"19585",19585,"French Polynesia","Reunion",14845.1313347375
"19586",19586,"French Polynesia","Romania",15364.6044061722
"19587",19587,"French Polynesia","Russia",8505.24795959273
"19588",19588,"French Polynesia","Rwanda",17067.5476524669
"19589",19589,"French Polynesia","Saba",8840.16067855354
"19590",19590,"French Polynesia","Saint Barthelemy",8886.67967773448
"19591",19591,"French Polynesia","Saint Helena",13392.0107899811
"19592",19592,"French Polynesia","Saint Kitts",8875.4973083969
"19593",19593,"French Polynesia","Saint Lucia",8973.02118238174
"19594",19594,"French Polynesia","Saint Martin",8865.28112234657
"19595",19595,"French Polynesia","Saint Pierre and Miquelon",10205.7500460753
"19596",19596,"French Polynesia","Saint Vincent",8936.10930358364
"19597",19597,"French Polynesia","Samoa",2159.23594926735
"19598",19598,"French Polynesia","San Marino",15270.3822308756
"19599",19599,"French Polynesia","Sao Tome and Principe",15480.4354987284
"19600",19600,"French Polynesia","Saudi Arabia",17120.7245278414
"19601",19601,"French Polynesia","Senegal",13516.9168236769
"19602",19602,"French Polynesia","Serbia",15413.7739943085
"19603",19603,"French Polynesia","Seychelles",16206.0969153928
"19604",19604,"French Polynesia","Siachen Glacier",14728.8293100859
"19605",19605,"French Polynesia","Sierra Leone",13788.770426016
"19606",19606,"French Polynesia","Singapore",11606.0867117496
"19607",19607,"French Polynesia","Sint Eustatius",8863.25123456107
"19608",19608,"French Polynesia","Sint Maarten",8864.98823344223
"19609",19609,"French Polynesia","Slovakia",15067.2000311758
"19610",19610,"French Polynesia","Slovenia",15123.5321555439
"19611",19611,"French Polynesia","Solomon Islands",4512.50310499949
"19612",19612,"French Polynesia","Somalia",17459.0701885792
"19613",19613,"French Polynesia","South Africa",12482.5799619389
"19614",19614,"French Polynesia","South Georgia",8815.51901339239
"19615",19615,"French Polynesia","South Korea",10063.6775108573
"19616",19616,"French Polynesia","South Sandwich Islands",9258.32746036473
"19617",19617,"French Polynesia","South Sudan",17639.1710201877
"19618",19618,"French Polynesia","Spain",13893.5264928679
"19619",19619,"French Polynesia","Sri Lanka",14135.7383879948
"19620",19620,"French Polynesia","Sudan",17599.6333156024
"19621",19621,"French Polynesia","Suriname",8924.0193938058
"19622",19622,"French Polynesia","Swaziland",14567.702500306
"19623",19623,"French Polynesia","Sweden",13163.4031690708
"19624",19624,"French Polynesia","Switzerland",14696.5626350589
"19625",19625,"French Polynesia","Syria",16836.2010549992
"19626",19626,"French Polynesia","Taiwan",10439.7359275937
"19627",19627,"French Polynesia","Tajikistan",14914.2157631042
"19628",19628,"French Polynesia","Tanzania",16345.4979042294
"19629",19629,"French Polynesia","Thailand",11826.199717127
"19630",19630,"French Polynesia","Timor-Leste",8819.39128372735
"19631",19631,"French Polynesia","Tobago",8911.93514713085
"19632",19632,"French Polynesia","Togo",15182.6665310755
"19633",19633,"French Polynesia","Tonga",2385.86999789834
"19634",19634,"French Polynesia","Trinidad",8756.16202998047
"19635",19635,"French Polynesia","Tunisia",15547.1921213395
"19636",19636,"French Polynesia","Turkey",16096.8733702992
"19637",19637,"French Polynesia","Turkmenistan",15610.8322593866
"19638",19638,"French Polynesia","Turks and Caicos Islands",8050.39821292115
"19639",19639,"French Polynesia","Uganda",17228.1418667396
"19640",19640,"French Polynesia","UK",13217.1820911906
"19641",19641,"French Polynesia","Ukraine",15017.2858400443
"19642",19642,"French Polynesia","United Arab Emirates",16974.7393365075
"19643",19643,"French Polynesia","Uruguay",7792.4085454355
"19644",19644,"French Polynesia","USA",3503.5629555443
"19645",19645,"French Polynesia","Uzbekistan",14974.1738328269
"19646",19646,"French Polynesia","Vanuatu",4085.28611131681
"19647",19647,"French Polynesia","Vatican",15436.5062920184
"19648",19648,"French Polynesia","Venezuela",7547.45904447765
"19649",19649,"French Polynesia","Vietnam",11358.6791076803
"19650",19650,"French Polynesia","Virgin Islands, British",8713.24434645379
"19651",19651,"French Polynesia","Virgin Islands, US",8673.85740747965
"19652",19652,"French Polynesia","Wallis and Futuna",2672.13184940106
